sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19
3093.48,2413.92,2238.5444,1659.1424,0.901,100.0,99.31,0.1204,1.5695,-0.0013,0.0024,0.9461,199.1575,0.0,7.2114,409.1531,10.347,0.9579,188.8105,12.4104
2975.92,2286.25,2238.5444,1659.1424,0.901,100.0,99.31,0.1204,1.461,0.0185,0.0058,0.9664,200.2615,0.0,9.1894,410.4279,10.2695,0.9779,189.992,12.4496
2787.49,2584.15,2224.0,1510.0797,1.5611,100.0,99.83,0.1199,1.401,-0.0001,-0.0054,0.9533,201.4237,0.0,10.5565,416.9682,10.0418,0.96,191.3819,12.6278
3039.66,2393.78,2194.2889,1631.5293,1.5119,100.0,99.6367,0.1222,1.5176,-0.0049,0.0084,0.9481,199.2199,0.0,8.9565,422.824,10.5027,0.9675,188.7173,12.481
2973.53,2499.72,2177.3222,1089.3655,1.3101,100.0,101.1478,0.1216,1.3955,-0.0259,0.0003,0.9505,199.7621,0.0,12.9393,421.5235,9.6599,0.9678,190.1023,12.46
2954.36,2559.27,2238.5444,1659.1424,0.901,100.0,99.31,0.1204,1.4086,-0.0087,-0.0014,0.9458,199.7549,0.0,10.4274,414.821,10.2399,0.966,189.515,12.4896
2894.04,2490.06,2207.0444,1330.6718,1.3076,100.0,101.6778,0.1216,1.5546,-0.0107,0.0072,0.96,200.6405,0.0,10.0368,404.6303,8.876,0.9731,191.7645,12.4616
3042.9,2431.54,2205.2222,1427.384,1.4633,100.0,106.8389,0.1215,1.5279,-0.0061,0.0031,0.9679,201.9118,0.0,12.7912,410.0334,9.2068,0.9733,192.705,12.5065
2915.83,2526.29,2197.6778,1056.7817,1.3168,100.0,102.9611,0.1203,1.5091,-0.0064,0.0044,0.9492,200.2477,0.0,14.9546,422.0377,9.889,0.9601,190.3587,12.5078
2967.04,2273.46,2208.4444,1089.1175,0.7665,100.0,103.71,0.1201,1.54,-0.0167,-0.0036,0.9603,202.1469,0.0,8.6992,424.1288,12.805,0.977,189.342,12.448
3057.33,2496.08,2196.6889,1593.122,1.5925,100.0,99.1133,0.1226,1.4535,0.0141,0.0026,0.9499,198.8388,0.0,7.7694,422.1458,10.4208,0.9609,188.418,12.5078
2904.17,2405.53,2204.2667,1475.7797,1.4053,100.0,101.2411,0.1221,1.4941,0.0037,0.0086,0.9701,198.159,0.0,12.5855,415.6895,10.4705,0.9808,187.6884,12.4806
3038.41,2475.67,2224.0,1510.0797,1.5611,100.0,99.83,0.1199,1.4783,-0.0129,-0.0051,0.9676,198.8356,0.0,7.3265,406.4277,10.4654,0.9785,188.3702,12.4661
3035.75,2484.62,2207.0444,1330.6718,1.3076,100.0,101.6778,0.1216,1.4512,-0.0018,-0.0032,0.9724,197.9874,0.0,9.0389,424.0253,5.5709,0.958,192.4165,12.47
2887.33,2551.17,2201.5777,976.4791,0.7679,100.0,99.9956,0.1202,1.3901,-0.001,0.006,0.9458,199.1747,0.0,9.2258,430.7835,9.487,0.9566,189.6877,12.46
2991.98,2412.41,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.5979,-0.0142,0.001,0.9687,201.053,0.0,11.7913,413.0557,9.2115,0.9733,191.8415,12.4722
3065.83,2273.8,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.4909,-0.0039,0.0082,0.968,201.799,0.0,10.642,410.8374,9.31,0.973,192.489,12.4655
3106.85,2453.47,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.5971,-0.016,-0.0023,0.9659,201.9349,0.0,13.2315,414.0065,9.2947,0.9713,192.6403,12.4655
3033.82,2531.63,2180.9666,998.4939,1.399,100.0,106.3311,0.1216,1.44,0.0092,-0.0113,0.9526,202.0071,0.0,10.6396,416.5016,9.332,0.9589,192.6751,12.4616
3059.46,2567.68,2197.6778,1056.7817,1.3168,100.0,102.9611,0.1203,1.4975,-0.013,0.0016,0.965,199.7828,0.0,9.4547,405.9794,10.5248,0.9711,189.258,12.4496
2908.11,2512.99,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.6103,0.01,0.0049,0.9702,201.368,0.0,6.467,415.9769,9.6721,0.9744,191.6958,12.4273
3111.09,2536.56,2180.9666,998.4939,1.399,100.0,106.3311,0.1216,1.4551,0.0117,0.0057,0.9738,199.2024,0.0,9.8112,419.5616,9.9876,0.9789,189.2148,12.4273
3098.45,2439.82,2197.6778,1056.7817,1.3168,100.0,102.9611,0.1203,1.5057,-0.0213,0.0039,0.9587,198.56,0.0,12.1401,419.5144,9.7597,0.9572,188.8003,12.46
3084.0,2453.91,2194.2889,1631.5293,1.5119,100.0,99.6367,0.1222,1.4752,-0.0118,0.0105,0.9479,199.2779,0.0,12.5894,425.1392,10.0168,0.9593,189.2611,12.4896
2959.29,2478.62,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.5126,-0.0192,0.0107,0.967,200.2378,0.0,9.282,415.8273,9.3764,0.9724,190.8614,12.5065
3047.54,2709.45,2238.5444,1659.1424,0.901,100.0,99.31,0.1204,1.3806,-0.009,0.0117,0.9472,199.3133,0.0,8.1065,424.5918,9.9238,0.958,189.3896,12.5018
2990.95,2379.96,2218.5778,1632.2734,0.8396,100.0,98.1311,0.1211,1.4036,0.0035,0.0141,0.9474,202.7417,0.0,15.0515,427.5759,9.8412,0.959,192.9005,12.4753
3038.81,2569.58,2198.7222,1534.2053,0.9374,100.0,104.1989,0.1224,1.4042,0.0093,0.0087,0.9511,198.8523,0.0,12.8292,412.6172,9.9346,0.9614,188.9177,12.4616
3028.43,2517.54,2170.5444,921.0605,1.439,100.0,104.53,0.1226,1.3428,0.0093,0.0052,0.9463,199.4734,0.0,9.813,427.3429,10.0567,0.967,189.4166,12.4616
2950.18,2517.34,2196.6889,1593.122,1.5925,100.0,99.1133,0.1226,1.4454,-0.0125,-0.0162,0.9742,199.7992,0.0,8.0652,414.9417,9.236,0.979,190.5632,12.4661
3190.45,2391.47,2208.4444,1089.1175,0.7665,100.0,103.71,0.1201,1.5037,-0.0109,0.0069,0.9484,200.5541,0.0,8.3645,414.5078,9.702,0.9597,190.8521,12.5106
2893.56,2408.4,2208.4444,1089.1175,0.7665,100.0,103.71,0.1201,1.5272,-0.0219,0.0083,0.9694,200.8052,0.0,7.0828,408.8944,10.614,0.9738,190.1912,12.4492
3031.79,2479.69,2186.9889,949.2201,1.2981,100.0,103.3322,0.1219,1.4636,0.0009,0.0031,0.9596,203.2909,0.0,7.5919,401.799,10.1388,0.9588,193.1521,12.4786
3111.28,2503.69,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.5852,-0.0077,0.0048,0.9696,201.4956,0.0,8.4881,424.3829,9.4516,0.9711,192.044,12.4273
3100.44,2495.4,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.4629,0.0175,0.0097,0.9534,201.6838,0.0,7.491,422.7772,9.6043,0.9622,192.0795,12.47
3040.45,2226.99,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.5923,0.0098,0.0039,0.9504,201.5485,0.0,6.4888,408.8975,9.6676,0.9597,191.8809,12.4616
2942.16,2450.05,2224.0,1510.0797,1.5611,100.0,99.83,0.1199,1.3924,0.0036,-0.0017,0.9529,200.246,0.0,10.1535,414.2334,9.8977,0.97,190.3483,12.47
3012.18,2590.8,2197.6778,1056.7817,1.3168,100.0,102.9611,0.1203,1.4103,-0.0137,0.0004,0.9667,200.8017,0.0,7.1759,410.0575,10.3211,0.9774,190.4807,12.4273
2973.57,2421.45,2218.5778,1632.2734,0.8396,100.0,98.1311,0.1211,1.4281,-0.0109,0.0089,0.9756,201.276,0.0,10.3197,415.8049,9.9797,0.9579,191.2963,12.4492
2999.4,2270.68,2198.7222,1534.2053,0.9374,100.0,104.1989,0.1224,1.5108,0.0255,0.0178,0.9684,197.9303,0.0,10.3624,409.9565,9.9864,0.9796,187.944,12.4273
3018.64,2401.8,2224.0,1510.0797,1.5611,100.0,99.83,0.1199,1.4428,-0.011,0.0101,0.9501,199.192,0.0,9.8316,414.4535,10.5954,0.969,188.5966,12.4469
3066.07,2547.84,2186.9889,949.2201,1.2981,100.0,103.3322,0.1219,1.4414,0.0124,0.0015,0.9572,198.9177,0.0,7.2788,409.2742,9.0661,0.973,189.8516,12.5106
3063.36,2333.96,2186.9889,949.2201,1.2981,100.0,103.3322,0.1219,1.4956,0.0151,0.0107,0.9737,203.8534,0.0,9.0638,424.4871,9.1802,0.9778,194.6732,12.4496
2988.92,2460.91,2178.0778,941.9524,0.8039,100.0,104.0167,0.1229,1.5829,-0.0278,-0.0324,0.9511,199.2651,0.0,6.7187,405.269,9.578,0.9688,189.6872,12.5894
3089.31,2546.27,2208.4444,1089.1175,0.7665,100.0,103.71,0.1201,1.4611,-0.009,0.0111,0.9681,200.9861,0.0,8.1941,422.4208,9.9951,0.9784,190.991,12.4273
2939.94,2516.11,2186.9889,949.2201,1.2981,100.0,103.3322,0.1219,1.5758,-0.0093,0.0013,0.9571,203.845,0.0,8.1035,420.618,9.7521,0.9656,194.0928,12.4869
2936.04,2574.32,2186.9889,949.2201,1.2981,100.0,103.3322,0.1219,1.5044,0.0038,0.0137,0.9658,199.2556,0.0,9.2069,412.0623,12.1998,0.9678,187.0558,12.4337
3206.18,2456.65,2198.7222,1534.2053,0.9374,100.0,104.1989,0.1224,1.226,0.0307,0.0087,0.9466,203.0568,0.0,7.5742,410.6402,9.9605,0.9668,193.0963,12.4753
3109.46,2510.08,2197.6778,1056.7817,1.3168,100.0,102.9611,0.1203,1.5389,-0.0027,0.0095,0.9478,201.2269,0.0,7.7866,410.4552,9.9867,0.9662,191.2401,12.4759
2998.23,2475.5,2238.5444,1659.1424,0.901,100.0,99.31,0.1204,1.5996,-0.0012,-0.0017,0.9341,200.0505,0.0,7.8339,403.5654,9.8203,0.9479,190.2301,12.481
3047.65,2605.26,2196.8,1090.0084,1.327,100.0,99.3944,0.1212,1.4859,0.0015,0.0041,0.9705,201.0919,0.0,7.8649,408.2335,10.4249,0.975,190.667,12.4722
3118.63,2478.88,2170.5444,921.0605,1.439,100.0,104.53,0.1226,1.4385,-0.0029,0.0099,0.9586,199.2032,0.0,10.0795,410.1935,10.0764,0.9695,189.1268,12.4616
2993.48,2502.34,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.46,0.0109,-0.0021,0.9548,201.9804,0.0,7.3634,420.2896,10.3491,0.9795,191.6313,12.4759
3045.73,2479.93,2197.6778,1056.7817,1.3168,100.0,102.9611,0.1203,1.3814,0.0013,-0.0046,0.9749,196.9541,0.0,14.2942,428.5513,9.7666,0.9787,187.1876,12.4661
3067.14,2512.14,2205.2222,1427.384,1.4633,100.0,106.8389,0.1215,1.4598,-0.0194,-0.0329,0.976,201.2913,0.0,9.5031,402.2377,10.5596,0.9826,190.7317,12.4722
2982.49,2288.05,2198.7222,1534.2053,0.9374,100.0,104.1989,0.1224,1.5168,0.0143,0.0072,0.9692,198.5037,0.0,11.6817,409.0006,10.0004,0.974,188.5033,12.4492
2927.75,2462.82,2207.0444,1330.6718,1.3076,100.0,101.6778,0.1216,1.4603,0.0039,0.0152,0.9546,199.0471,0.0,7.1228,408.2685,10.5148,0.972,188.5322,12.4759
3001.5,2523.6,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.5362,0.0138,0.0029,0.9512,196.8884,0.0,7.6372,408.9521,10.9629,0.9696,185.9255,12.4337
2875.43,2513.28,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.4388,0.0009,-0.0064,0.9452,197.1195,0.0,7.9566,411.6063,11.1018,0.9665,186.0177,12.46
2957.88,2560.91,2196.8,1090.0084,1.327,100.0,99.3944,0.1212,1.4604,-0.0151,-0.0036,0.9517,201.1548,0.0,7.8472,415.6868,10.3992,0.9615,190.7556,12.4786
3047.0,2436.01,2213.7556,1113.5599,0.7217,100.0,104.1667,0.1211,1.5608,-0.0004,-0.0052,0.9755,198.5017,0.0,8.0898,402.9729,10.0276,0.979,188.4741,12.4655
3037.81,2305.52,2186.9889,949.2201,1.2981,100.0,103.3322,0.1219,1.5169,0.0136,0.0019,0.9654,199.2529,0.0,7.5546,408.7179,11.3119,0.9667,187.9411,12.4104
3040.17,2375.55,2198.7222,1534.2053,0.9374,100.0,104.1989,0.1224,1.54,0.0221,0.0091,0.9772,199.2749,0.0,6.611,411.6618,9.8454,0.9568,189.4295,12.4104
3067.89,2570.93,2196.8,1090.0084,1.327,100.0,99.3944,0.1212,1.5001,-0.0199,-0.0289,0.9382,201.8757,0.0,9.8032,403.6168,10.5391,0.9538,191.3366,12.5216
3083.97,2311.42,2205.2222,1427.384,1.4633,100.0,106.8389,0.1215,1.5016,0.011,-0.0001,0.9634,196.6853,0.0,8.0353,415.1318,9.2405,0.969,187.4448,12.5018
2912.24,2555.49,2206.4222,1113.3443,1.2678,100.0,97.7689,0.1215,1.4313,-0.0077,-0.0013,0.9607,197.3453,0.0,7.8552,421.6408,8.2969,0.9626,189.0484,12.46
3024.19,2474.41,2186.9889,949.2201,1.2981,100.0,103.3322,0.1219,1.4712,0.0267,-0.0046,0.9615,198.9542,0.0,7.5447,411.0037,9.7802,0.9616,189.174,12.4104
3002.85,2578.76,2197.6778,1056.7817,1.3168,100.0,102.9611,0.1203,1.5432,-0.0163,0.0048,0.9699,200.3937,0.0,10.1574,412.1988,9.861,0.9738,190.5328,12.4527
2989.82,2434.0,2180.0556,1031.0669,0.7565,100.0,104.7056,0.1226,1.5865,0.008,-0.0216,0.9751,201.8822,0.0,7.9191,416.1765,9.5523,0.9731,192.3299,12.448
2924.07,2566.22,2213.7556,1113.5599,0.7217,100.0,104.1667,0.1211,1.4822,0.0105,-0.017,0.9555,201.5514,0.0,9.6483,403.3405,10.4399,0.9717,191.1115,12.4469
3013.98,2488.76,2167.5,1068.4521,1.3719,100.0,102.1733,0.1223,1.5523,-0.011,0.0096,0.9496,199.158,0.0,7.2777,412.9145,10.5503,0.968,188.6077,12.4753
2950.24,2512.97,2205.2222,1427.384,1.4633,100.0,106.8389,0.1215,1.3531,0.0069,-0.0019,0.9494,198.4632,0.0,9.7532,408.2935,9.276,0.9702,189.1871,12.4337
2821.63,2491.13,2198.7222,1534.2053,0.9374,100.0,104.1989,0.1224,1.191,0.0101,-0.0181,0.9469,202.1272,0.0,7.205,405.276,9.9788,0.9667,192.1483,12.4896
3245.0,2371.45,2196.8,1090.0084,1.327,100.0,99.3944,0.1212,1.5387,0.0126,0.0063,0.9684,201.3553,0.0,8.2275,407.5251,10.384,0.9736,190.9712,12.4661
3127.07,2478.97,2198.7222,1534.2053,0.9374,100.0,104.1989,0.1224,1.2476,0.017,0.0125,0.9524,200.557,0.0,6.5375,401.5945,9.9879,0.9703,190.5692,12.5106
3034.08,2735.65,2213.7556,1113.5599,0.7217,100.0,104.1667,0.1211,1.4426,0.0132,-0.0185,0.9719,201.0235,0.0,11.9853,408.2567,10.5411,0.9807,190.4824,12.4722
2953.65,2310.29,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.5381,-0.0077,0.0018,0.9472,197.0412,0.0,8.4855,422.2481,10.7439,0.9591,186.2973,12.4104
2996.53,2533.52,2202.1222,1034.5674,0.776,100.0,104.6156,0.1219,1.532,0.0068,-0.0173,0.9699,200.9119,0.0,8.6467,408.7751,10.2893,0.9741,190.6226,12.4978
2951.56,2441.22,2202.1222,1034.5674,0.776,100.0,104.6156,0.1219,1.5164,0.003,-0.0203,0.9571,202.6556,0.0,6.8065,406.7837,9.9111,0.9735,192.7445,12.4273
2986.34,2318.95,2213.7556,1113.5599,0.7217,100.0,104.1667,0.1211,1.3967,0.0176,-0.0239,0.9709,200.1579,0.0,7.7927,407.83,9.7814,0.9787,190.3765,12.4722
3105.49,2587.3,2218.5778,1632.2734,0.8396,100.0,98.1311,0.1211,1.4991,-0.0064,-0.0148,0.9664,201.9838,0.0,8.0335,424.9771,10.34,0.9778,191.6438,12.4492
3090.09,2490.54,2213.7556,1113.5599,0.7217,100.0,104.1667,0.1211,1.4319,-0.0067,-0.0146,0.9691,200.5958,0.0,7.1169,405.6465,10.7026,0.9796,189.8932,12.4655
2986.32,2490.92,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.5327,-0.0192,0.0023,0.9748,203.7596,0.0,7.4847,405.8447,10.4516,0.9732,193.308,12.4978
3052.97,2501.63,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.4732,-0.0063,-0.0148,0.9631,199.1995,0.0,9.0249,403.8765,10.5645,0.9817,188.635,12.4759
2917.09,2518.96,2213.7556,1113.5599,0.7217,100.0,104.1667,0.1211,1.4628,0.0163,-0.0264,0.9502,201.146,0.0,10.4777,417.8509,10.3872,0.9703,190.7588,12.6278
2981.36,2502.06,2178.6889,1657.3518,1.6603,100.0,100.8022,0.1229,1.6128,0.0004,-0.0081,0.9502,198.5388,0.0,6.3295,393.0423,10.4463,0.9691,188.0926,12.5894
3017.11,2364.31,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.5518,0.013,-0.0008,0.959,198.9617,0.0,6.6757,398.8777,9.9927,0.975,188.969,12.4661
2940.72,2419.83,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.4603,0.0214,-0.0018,0.9677,199.1576,0.0,7.6517,414.1448,9.9603,0.978,189.1973,12.448
2940.17,2514.3,2186.9889,949.2201,1.2981,100.0,103.3322,0.1219,1.4768,0.0193,0.0009,0.9632,199.2589,0.0,7.8057,412.9148,10.4817,0.9603,188.7773,12.6278
2933.88,2488.49,2178.6889,1657.3518,1.6603,100.0,100.8022,0.1229,1.541,-0.0064,-0.0083,0.9655,197.5102,0.0,8.1393,409.8712,10.5155,0.9783,186.9947,12.4655
2989.85,2501.88,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.533,-0.0059,0.0228,0.949,197.3174,0.0,6.7365,399.1127,10.3602,0.9686,186.9571,12.5018
3083.49,2536.43,2213.7556,1113.5599,0.7217,100.0,104.1667,0.1211,1.5082,-0.0057,-0.0069,0.9635,197.4467,0.0,10.225,425.1607,10.1609,0.9722,187.2858,12.47
2965.48,2467.94,2178.6889,1657.3518,1.6603,100.0,100.8022,0.1229,1.5611,0.0128,-0.0103,0.9519,198.3277,0.0,7.1758,398.9085,10.5082,0.9716,187.8195,12.6006
2951.41,2577.27,2207.8111,1202.452,1.6219,100.0,108.7689,0.1212,1.544,-0.0163,-0.0238,0.9664,198.4192,0.0,6.3185,395.4402,10.4823,0.9789,187.9369,12.4722
3015.48,2532.88,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.5316,-0.0105,-0.0218,0.9625,196.7227,0.0,7.3369,410.0177,9.2114,0.9684,187.5114,12.4616
2981.47,2434.32,2180.0556,1031.0669,0.7565,100.0,104.7056,0.1226,1.5238,0.0007,-0.0247,0.9752,202.2718,0.0,7.4314,411.2325,8.9543,0.9565,193.3176,12.4896
2946.7,2535.82,2178.6889,1657.3518,1.6603,100.0,100.8022,0.1229,1.5262,0.0065,-0.0052,0.9561,198.117,0.0,6.0355,401.4048,10.5012,0.9736,187.6157,12.6006
3015.67,2539.46,2204.2889,1616.0688,0.983,100.0,102.9922,0.1226,1.5973,0.0013,-0.0057,0.9638,198.1389,0.0,8.4651,411.2179,9.8559,0.9736,188.283,12.5227
3099.87,2675.58,2200.7,1568.0936,0.9496,100.0,99.4889,0.1217,1.6405,-0.041,-0.0067,0.9588,196.8626,0.0,7.9251,420.2281,9.4607,0.958,187.4019,12.5894
3048.73,2460.11,2205.2222,1427.384,1.4633,100.0,106.8389,0.1215,1.5164,-0.0013,-0.0059,0.9629,196.7101,0.0,7.0485,408.3351,10.1707,0.9687,186.5393,12.6278
3022.8,2436.69,2204.2889,1616.0688,0.983,100.0,102.9922,0.1226,1.5116,0.013,0.0007,0.9588,198.2658,0.0,8.3535,412.8731,9.8012,0.9601,188.4647,12.5227
3018.81,2281.3,2197.2333,1435.146,0.974,100.0,104.8733,0.1226,1.4458,0.0006,-0.0029,0.95,196.4542,0.0,6.2079,448.4658,11.109,0.9686,185.3452,12.5018
2977.43,2297.3,2218.0555,1517.4371,0.8579,100.0,105.8133,0.1206,1.4849,-0.002,0.0082,0.9601,196.4381,0.0,11.0801,406.0418,11.0543,0.9683,185.3838,12.4616
3079.17,2405.56,2217.3777,1425.1041,1.7585,100.0,106.2556,0.12,1.4794,-0.0198,-0.0004,0.9535,197.4874,0.0,8.0655,419.1988,10.2912,0.9719,187.1962,12.6006
2911.37,2541.21,2207.8111,1202.452,1.6219,100.0,108.7689,0.1212,1.5322,0.0205,-0.0213,0.9561,198.587,0.0,5.9071,397.4344,10.0264,0.9718,188.5607,12.5302
3085.57,2364.78,2178.6889,1657.3518,1.6603,100.0,100.8022,0.1229,1.4945,0.0247,-0.0049,0.956,198.6292,0.0,8.2483,427.5357,10.1473,0.9713,188.482,12.5302
3053.49,2457.08,2172.5333,1351.9648,1.6377,100.0,103.88,0.1243,1.568,0.0009,0.0094,0.956,198.1353,0.0,6.0246,398.1607,10.0805,0.9716,188.0548,12.5894
3120.68,2396.4,2177.0222,1448.8499,1.5565,100.0,103.2567,0.1232,1.492,-0.0095,0.0165,0.9525,203.9795,0.0,10.9552,418.5165,10.0922,0.9703,193.8873,12.5227
2956.84,2592.29,2217.3777,1425.1041,1.7585,100.0,106.2556,0.12,1.5383,-0.0268,-0.001,0.9573,198.7817,0.0,8.1382,420.1999,10.1026,0.9755,188.6791,12.3686
3068.98,2439.0,2172.5333,1351.9648,1.6377,100.0,103.88,0.1243,1.4688,0.0147,-0.01,0.9492,199.6873,0.0,6.2149,404.5104,10.277,0.9591,189.4104,12.4896
2999.89,2506.39,2178.6889,1657.3518,1.6603,100.0,100.8022,0.1229,1.4925,0.0203,-0.0109,0.9523,198.2146,0.0,11.4336,416.256,10.0758,0.9698,188.1388,12.5894
3114.68,2605.48,2172.5333,1351.9648,1.6377,100.0,103.88,0.1243,1.5356,0.0278,-0.0019,0.9488,197.8987,0.0,10.0405,408.8065,9.9255,0.9679,187.9732,12.481
3266.04,2417.04,2217.3777,1425.1041,1.7585,100.0,106.2556,0.12,1.4398,-0.0075,-0.0055,0.9586,198.0737,0.0,10.4828,408.5361,9.8439,0.9673,188.2297,12.4753
3041.33,2526.73,2213.7556,1113.5599,0.7217,100.0,104.1667,0.1211,1.4501,0.0011,-0.014,0.9673,198.9504,0.0,8.6212,406.427,10.0491,0.9779,188.9012,12.4492
3071.58,2489.47,2217.3777,1425.1041,1.7585,100.0,106.2556,0.12,1.527,0.0066,-0.0124,0.9598,200.2884,0.0,10.2077,405.2716,9.4565,0.9596,190.832,12.47
2921.48,2496.54,2213.9333,1248.6209,1.8848,100.0,97.1856,0.1209,1.4266,0.0181,-0.0118,0.9444,204.4783,0.0,9.4535,421.5449,9.542,0.9554,194.9363,12.5894
3059.2,2467.8,2196.0889,1277.8592,1.8246,100.0,95.6322,0.1224,1.3787,0.0025,-0.0085,0.9655,203.8253,0.0,8.3871,401.423,9.288,0.9622,194.5373,12.6006
3062.54,2370.5,2177.0222,1448.8499,1.5565,100.0,103.2567,0.1232,1.5533,0.0196,-0.003,0.944,202.8325,0.0,6.0066,399.6261,10.4521,0.9564,192.3804,12.6006
3067.7,2500.27,2177.0222,1448.8499,1.5565,100.0,103.2567,0.1232,1.576,0.0272,0.0009,0.949,203.9146,0.0,6.0511,397.6668,10.4982,0.9601,193.4164,12.6006
3102.59,2514.95,2196.0889,1277.8592,1.8246,100.0,95.6322,0.1224,1.4727,-0.0005,-0.0076,0.9646,203.9804,0.0,8.5539,401.3223,9.2908,0.9618,194.6896,12.6006
2948.76,2644.32,2185.3334,1780.4149,1.7632,100.0,93.9844,0.1215,1.4117,0.0089,-0.0093,0.951,202.47,0.0,6.5042,400.9347,9.9916,0.9691,192.4784,12.6006
3079.77,2354.51,2207.0444,1269.6078,1.7571,100.0,97.0189,0.1221,1.4607,0.0155,0.0093,0.9577,198.5381,0.0,6.8827,408.2091,9.859,0.9663,188.6791,12.3686
3114.46,2656.84,2207.0444,1269.6078,1.7571,100.0,97.0189,0.1221,1.4164,0.0006,0.0056,0.9531,204.5303,0.0,6.0865,401.5505,10.1277,0.9698,194.4026,12.3686
2882.17,2601.98,2213.9333,1248.6209,1.8848,100.0,97.1856,0.1209,1.5604,0.0054,0.0034,0.9505,204.53,0.0,7.9207,425.887,9.9845,0.9681,194.5456,12.5894
3014.35,2653.23,2203.0445,996.156,1.366,100.0,104.6633,0.1209,1.4794,0.0083,0.0005,0.9461,202.5944,0.0,7.0238,390.8367,10.4275,0.958,192.1669,12.371
2901.07,2505.83,2207.0444,1269.6078,1.7571,100.0,97.0189,0.1221,1.513,0.0011,0.0026,0.9493,204.4123,0.0,5.6194,409.8024,10.0688,0.9673,194.3435,12.5351
2942.41,2523.71,2207.0444,1269.6078,1.7571,100.0,97.0189,0.1221,1.5272,0.0181,0.0022,0.9519,198.4701,0.0,7.8206,406.6101,9.778,0.9622,188.6922,12.6278
2882.76,2516.11,2172.5333,1351.9648,1.6377,100.0,103.88,0.1243,1.5766,-0.0104,0.0042,0.9668,198.2299,0.0,5.6548,394.7654,10.532,0.9772,187.698,12.4722
3047.76,2446.96,2187.6667,1468.8963,0.9253,100.0,101.8611,0.1234,1.6004,-0.0024,0.0056,0.9503,199.7304,0.0,7.0945,408.0503,10.1079,0.9712,189.6225,12.481
3133.43,2406.58,2173.4556,1433.6732,1.0304,100.0,110.5422,0.1245,1.5261,0.0019,0.0034,0.9525,197.1227,0.0,10.7231,432.2275,9.5075,0.9634,187.6152,12.5478
3080.01,2481.04,2172.1223,1871.2454,1.5915,100.0,100.2533,0.1247,1.4337,-0.0006,0.0082,0.952,197.5113,0.0,8.5405,412.8772,9.4069,0.9613,188.1044,12.5478
2967.57,2520.91,2172.1223,1871.2454,1.5915,100.0,100.2533,0.1247,1.4873,0.0,0.0031,0.9549,196.9941,0.0,7.9655,425.0815,9.2677,0.9616,187.7264,12.5478
3007.38,2474.97,2170.9667,1600.3858,1.043,100.0,104.9756,0.1249,1.4396,0.0043,0.0064,0.9543,200.0002,0.0,3.574,413.8273,10.0467,0.9634,189.9534,12.4724
3012.56,2534.62,2180.7,1159.3838,1.0177,100.0,98.9367,0.1222,1.411,-0.0016,0.0129,0.9664,204.2996,0.0,7.8925,416.9795,9.8138,0.972,194.4858,12.5208
2958.91,2460.19,2191.5667,1448.8757,0.9187,100.0,104.4511,0.1261,1.4482,-0.0321,0.0048,0.9628,198.6748,0.0,8.9288,403.6765,9.9318,0.9758,188.7429,12.4849
2940.56,2490.68,2170.9667,1600.3858,1.043,100.0,104.9756,0.1249,1.4035,0.002,0.0027,0.9581,198.7807,0.0,10.8036,410.0879,10.4634,0.9719,188.3173,12.5478
3021.45,2611.98,2113.0778,1016.675,0.9218,100.0,97.92,0.1265,1.5448,-0.016,0.0016,0.9661,197.2046,0.0,8.3735,407.3401,9.7259,0.9716,187.4787,12.5227
2996.66,2501.03,2235.0556,1302.6607,1.6347,100.0,109.9856,0.123,1.5458,-0.0107,-0.0048,0.9577,198.4792,0.0,10.324,403.3676,10.1349,0.9727,188.3443,12.5455
3072.41,2705.16,2183.3111,1588.509,1.6269,100.0,102.8467,0.1248,1.4499,0.0212,-0.0027,0.9483,197.4786,0.0,6.5889,413.1167,9.2549,0.9699,188.2237,12.5065
3200.36,2378.77,2163.5889,1448.3869,1.7014,100.0,104.8333,0.1256,1.3732,0.0314,0.0041,0.9773,198.3245,0.0,2.9193,824.9271,10.251,0.9733,188.0735,12.4722
